_id,pair,fx_timestamp,rate,entry_timestamp
67e56856adbe891e8b05e209,"EUR,USD",2025-03-27 15:01:42,1.08,2025-03-27 15:01:42.712
67e56856adbe891e8b05e20a,"GBP,USD",2025-03-27 15:01:41,1.29,2025-03-27 15:01:42.851
67e56857adbe891e8b05e20b,"USD,CHF",2025-03-27 15:01:42,0.88,2025-03-27 15:01:43.079
67e56857adbe891e8b05e20c,"EUR,USD",2025-03-27 15:01:43,1.08,2025-03-27 15:01:43.639
67e56858adbe891e8b05e20d,"GBP,USD",2025-03-27 15:01:43,1.29,2025-03-27 15:01:44.185
67e56858adbe891e8b05e20e,"USD,CHF",2025-03-27 15:01:43,0.88,2025-03-27 15:01:44.290
67e56858adbe891e8b05e20f,"EUR,USD",2025-03-27 15:01:44,1.08,2025-03-27 15:01:44.432
67e56858adbe891e8b05e210,"GBP,USD",2025-03-27 15:01:44,1.29,2025-03-27 15:01:44.613
67e56858adbe891e8b05e211,"USD,CHF",2025-03-27 15:01:44,0.88,2025-03-27 15:01:44.755
67e56877adbe891e8b05e212,"EUR,USD",2025-03-27 15:02:14,1.08,2025-03-27 15:02:15.560
67e56878adbe891e8b05e213,"GBP,USD",2025-03-27 15:02:15,1.29,2025-03-27 15:02:16.122
67e56878adbe891e8b05e214,"USD,CHF",2025-03-27 15:02:15,0.88,2025-03-27 15:02:16.246
67e56878adbe891e8b05e215,"EUR,USD",2025-03-27 15:02:14,1.08,2025-03-27 15:02:16.349
67e56878adbe891e8b05e216,"GBP,USD",2025-03-27 15:02:16,1.29,2025-03-27 15:02:16.466
67e56878adbe891e8b05e217,"USD,CHF",2025-03-27 15:02:15,0.88,2025-03-27 15:02:16.567
67e56879adbe891e8b05e218,"EUR,USD",2025-03-27 15:02:14,1.08,2025-03-27 15:02:17.350
67e56879adbe891e8b05e219,"GBP,USD",2025-03-27 15:02:16,1.29,2025-03-27 15:02:17.433
67e56879adbe891e8b05e21a,"USD,CHF",2025-03-27 15:02:16,0.88,2025-03-27 15:02:17.518
67e5687aadbe891e8b05e21b,"EUR,USD",2025-03-27 15:02:17,1.08,2025-03-27 15:02:18.389
67e5687aadbe891e8b05e21c,"GBP,USD",2025-03-27 15:02:17,1.29,2025-03-27 15:02:18.494
67e5687aadbe891e8b05e21d,"USD,CHF",2025-03-27 15:02:18,0.88,2025-03-27 15:02:18.587
67e5687badbe891e8b05e21e,"EUR,USD",2025-03-27 15:02:18,1.08,2025-03-27 15:02:19.371
67e5687badbe891e8b05e21f,"GBP,USD",2025-03-27 15:02:18,1.29,2025-03-27 15:02:19.477
67e5687badbe891e8b05e220,"USD,CHF",2025-03-27 15:02:19,0.88,2025-03-27 15:02:19.581
67e5687cadbe891e8b05e221,"EUR,USD",2025-03-27 15:02:20,1.08,2025-03-27 15:02:20.701
67e5687cadbe891e8b05e222,"GBP,USD",2025-03-27 15:02:20,1.29,2025-03-27 15:02:20.792
67e5687dadbe891e8b05e223,"USD,CHF",2025-03-27 15:02:20,0.88,2025-03-27 15:02:21.050
67e5687dadbe891e8b05e224,"EUR,USD",2025-03-27 15:02:21,1.08,2025-03-27 15:02:21.384
67e5687dadbe891e8b05e225,"GBP,USD",2025-03-27 15:02:20,1.29,2025-03-27 15:02:21.503
67e5687dadbe891e8b05e226,"USD,CHF",2025-03-27 15:02:21,0.88,2025-03-27 15:02:21.645
67e5687eadbe891e8b05e227,"EUR,USD",2025-03-27 15:02:21,1.08,2025-03-27 15:02:22.386
67e5687eadbe891e8b05e228,"GBP,USD",2025-03-27 15:02:20,1.29,2025-03-27 15:02:22.480
67e5687eadbe891e8b05e229,"USD,CHF",2025-03-27 15:02:21,0.88,2025-03-27 15:02:22.602
67e5687fadbe891e8b05e22a,"EUR,USD",2025-03-27 15:02:23,1.08,2025-03-27 15:02:23.398
67e5687fadbe891e8b05e22b,"GBP,USD",2025-03-27 15:02:23,1.29,2025-03-27 15:02:23.488
67e5687fadbe891e8b05e22c,"USD,CHF",2025-03-27 15:02:23,0.88,2025-03-27 15:02:23.587
67e56880adbe891e8b05e22d,"EUR,USD",2025-03-27 15:02:24,1.08,2025-03-27 15:02:24.385
67e56880adbe891e8b05e22e,"GBP,USD",2025-03-27 15:02:23,1.29,2025-03-27 15:02:24.494
67e56880adbe891e8b05e22f,"USD,CHF",2025-03-27 15:02:24,0.88,2025-03-27 15:02:24.611
67e56881adbe891e8b05e230,"EUR,USD",2025-03-27 15:02:25,1.08,2025-03-27 15:02:25.945
67e56882adbe891e8b05e231,"GBP,USD",2025-03-27 15:02:25,1.29,2025-03-27 15:02:26.322
67e56882adbe891e8b05e232,"USD,CHF",2025-03-27 15:02:26,0.88,2025-03-27 15:02:26.418
67e56882adbe891e8b05e233,"EUR,USD",2025-03-27 15:02:26,1.08,2025-03-27 15:02:26.528
67e56882adbe891e8b05e234,"GBP,USD",2025-03-27 15:02:26,1.29,2025-03-27 15:02:26.726
67e56882adbe891e8b05e235,"USD,CHF",2025-03-27 15:02:26,0.88,2025-03-27 15:02:26.815
67e56883adbe891e8b05e236,"EUR,USD",2025-03-27 15:02:27,1.08,2025-03-27 15:02:27.537
67e56883adbe891e8b05e237,"GBP,USD",2025-03-27 15:02:27,1.29,2025-03-27 15:02:27.638
67e56883adbe891e8b05e238,"USD,CHF",2025-03-27 15:02:27,0.88,2025-03-27 15:02:27.734
67e56884adbe891e8b05e239,"EUR,USD",2025-03-27 15:02:28,1.08,2025-03-27 15:02:28.585
67e56884adbe891e8b05e23a,"GBP,USD",2025-03-27 15:02:28,1.29,2025-03-27 15:02:28.900
67e56885adbe891e8b05e23b,"USD,CHF",2025-03-27 15:02:28,0.88,2025-03-27 15:02:29.134
67e56885adbe891e8b05e23c,"EUR,USD",2025-03-27 15:02:29,1.08,2025-03-27 15:02:29.538
67e56885adbe891e8b05e23d,"GBP,USD",2025-03-27 15:02:29,1.29,2025-03-27 15:02:29.641
67e56885adbe891e8b05e23e,"USD,CHF",2025-03-27 15:02:29,0.88,2025-03-27 15:02:29.750
67e56886adbe891e8b05e23f,"EUR,USD",2025-03-27 15:02:30,1.08,2025-03-27 15:02:30.596
67e56886adbe891e8b05e240,"GBP,USD",2025-03-27 15:02:30,1.29,2025-03-27 15:02:30.694
67e56886adbe891e8b05e241,"USD,CHF",2025-03-27 15:02:30,0.88,2025-03-27 15:02:30.790
67e56887adbe891e8b05e242,"EUR,USD",2025-03-27 15:02:31,1.08,2025-03-27 15:02:31.569
67e56890adbe891e8b05e243,"GBP,USD",2025-03-27 15:02:39,1.29,2025-03-27 15:02:40.016
67e56890adbe891e8b05e244,"USD,CHF",2025-03-27 15:02:39,0.88,2025-03-27 15:02:40.125
67e56890adbe891e8b05e245,"EUR,USD",2025-03-27 15:02:40,1.08,2025-03-27 15:02:40.810
67e56890adbe891e8b05e246,"GBP,USD",2025-03-27 15:02:40,1.29,2025-03-27 15:02:40.940
67e56891adbe891e8b05e247,"USD,CHF",2025-03-27 15:02:40,0.88,2025-03-27 15:02:41.077
67e56891adbe891e8b05e248,"EUR,USD",2025-03-27 15:02:40,1.08,2025-03-27 15:02:41.248
67e56891adbe891e8b05e249,"GBP,USD",2025-03-27 15:02:40,1.29,2025-03-27 15:02:41.348
67e56891adbe891e8b05e24a,"USD,CHF",2025-03-27 15:02:41,0.88,2025-03-27 15:02:41.441
67e56892adbe891e8b05e24b,"EUR,USD",2025-03-27 15:02:42,1.08,2025-03-27 15:02:42.692
67e56892adbe891e8b05e24c,"GBP,USD",2025-03-27 15:02:42,1.29,2025-03-27 15:02:42.784
67e56892adbe891e8b05e24d,"USD,CHF",2025-03-27 15:02:42,0.88,2025-03-27 15:02:42.885
67e56893adbe891e8b05e24e,"EUR,USD",2025-03-27 15:02:42,1.08,2025-03-27 15:02:43.247
67e56893adbe891e8b05e24f,"GBP,USD",2025-03-27 15:02:42,1.29,2025-03-27 15:02:43.342
67e56893adbe891e8b05e250,"USD,CHF",2025-03-27 15:02:42,0.88,2025-03-27 15:02:43.441
67e56894adbe891e8b05e251,"EUR,USD",2025-03-27 15:02:43,1.08,2025-03-27 15:02:44.500
67e56894adbe891e8b05e252,"GBP,USD",2025-03-27 15:02:43,1.29,2025-03-27 15:02:44.592
67e56894adbe891e8b05e253,"USD,CHF",2025-03-27 15:02:44,0.88,2025-03-27 15:02:44.689
67e56895adbe891e8b05e254,"EUR,USD",2025-03-27 15:02:44,1.08,2025-03-27 15:02:45.293
67e56895adbe891e8b05e255,"GBP,USD",2025-03-27 15:02:45,1.29,2025-03-27 15:02:45.392
67e56895adbe891e8b05e256,"USD,CHF",2025-03-27 15:02:45,0.88,2025-03-27 15:02:45.496
67e56896adbe891e8b05e257,"EUR,USD",2025-03-27 15:02:46,1.08,2025-03-27 15:02:46.285
67e56896adbe891e8b05e258,"GBP,USD",2025-03-27 15:02:46,1.29,2025-03-27 15:02:46.443
67e56896adbe891e8b05e259,"USD,CHF",2025-03-27 15:02:45,0.88,2025-03-27 15:02:46.541
67e56897adbe891e8b05e25a,"EUR,USD",2025-03-27 15:02:46,1.08,2025-03-27 15:02:47.286
